tetra4       
         1       133         1         12      13          1
         2       133         1         13     134          1
         3       133         1        134     122          1
         4       134         1         13       2          1
         5       134       122          2     123          1
         6       134       122          1       2          1
         7       134         2         13      14          1
         8       134         2         14     135          1
         9       134         2        135     123          1
        10       135         2         14       3          1
        11       135       123          3     124          1
        12       135       123          2       3          1
        13       135         3         14      15          1
        14       135         3         15     136          1
        15       135         3        136     124          1
        16       136         3         15       4          1
        17       136       124          4     125          1
        18       136       124          3       4          1
        19       136         4         15      16          1
        20       136         4         16     137          1
        21       136         4        137     125          1
        22       137         4         16       5          1
        23       137       125          5     126          1
        24       137       125          4       5          1
        25       137         5         16      17          1
        26       137         5         17     138          1
        27       137         5        138     126          1
        28       138         5         17       6          1
        29       138       126          6     127          1
        30       138       126          5       6          1
        31       138         6         17      18          1
        32       138         6         18     139          1
        33       138         6        139     127          1
        34       139         6         18       7          1
        35       139       127          7     128          1
        36       139       127          6       7          1
        37       139         7         18      19          1
        38       139         7         19     140          1
        39       139         7        140     128          1
        40       140         7         19       8          1
        41       140       128          8     129          1
        42       140       128          7       8          1
        43       140         8         19      20          1
        44       140         8         20     141          1
        45       140         8        141     129          1
        46       141         8         20       9          1
        47       141       129          9     130          1
        48       141       129          8       9          1
        49       141         9         20      21          1
        50       141         9         21     142          1
        51       141         9        142     130          1
        52       142         9         21      10          1
        53       142       130         10     131          1
        54       142       130          9      10          1
        55       142        10         21      22          1
        56       142        10         22     143          1
        57       142        10        143     131          1
        58       143        10         22      11          1
        59       143       131         11     132          1
        60       143       131         10      11          1
        61       144        12         23      24          1
        62       144        12         24     145          1
        63       144        12        145     133          1
        64       145        12         24      13          1
        65       145       133         13     134          1
        66       145       133         12      13          1
        67       145        13         24      25          1
        68       145        13         25     146          1
        69       145        13        146     134          1
        70       146        13         25      14          1
        71       146       134         14     135          1
        72       146       134         13      14          1
        73       146        14         25      26          1
        74       146        14         26     147          1
        75       146        14        147     135          1
        76       147        14         26      15          1
        77       147       135         15     136          1
        78       147       135         14      15          1
        79       147        15         26      27          1
        80       147        15         27     148          1
        81       147        15        148     136          1
        82       148        15         27      16          1
        83       148       136         16     137          1
        84       148       136         15      16          1
        85       148        16         27      28          1
        86       148        16         28     149          1
        87       148        16        149     137          1
        88       149        16         28      17          1
        89       149       137         17     138          1
        90       149       137         16      17          1
        91       149        17         28      29          1
        92       149        17         29     150          1
        93       149        17        150     138          1
        94       150        17         29      18          1
        95       150       138         18     139          1
        96       150       138         17      18          1
        97       150        18         29      30          1
        98       150        18         30     151          1
        99       150        18        151     139          1
       100       151        18         30      19          1
       101       151       139         19     140          1
       102       151       139         18      19          1
       103       151        19         30      31          1
       104       151        19         31     152          1
       105       151        19        152     140          1
       106       152        19         31      20          1
       107       152       140         20     141          1
       108       152       140         19      20          1
       109       152        20         31      32          1
       110       152        20         32     153          1
       111       152        20        153     141          1
       112       153        20         32      21          1
       113       153       141         21     142          1
       114       153       141         20      21          1
       115       153        21         32      33          1
       116       153        21         33     154          1
       117       153        21        154     142          1
       118       154        21         33      22          1
       119       154       142         22     143          1
       120       154       142         21      22          1
       121       155        23         34      35          1
       122       155        23         35     156          1
       123       155        23        156     144          1
       124       156        23         35      24          1
